,Name,Age,Birthday,Height,Weight,Rank,Country Represent,Year Turned Pro,Wins,Losses,Handed,Backhand Style,Number of Coaches
6019,Daniil Medvedev,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,One-Handed Backhand,1
6020,Richard Gasquet,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
6021,John-Patrick Smith,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
6022,Ivo Karlovic,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
6023,Jiri Vesely,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
6024,Karen Khachanov,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,One-Handed Backhand,2
6025,Diego Schwartzman,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
6026,Mitchell Krueger,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
6027,Benoit Paire,29,1988.09.28,198,196.0,6,"Medjugorje, Bosnia-Herzegovina",2005.0,435,232,Right-Handed,Two-Handed Backhand,2
6028,Feliciano Lopez,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,One-Handed Backhand,2
6029,Hyeon Chung,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
6030,Adrian Mannarino,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
6031,Robin Haase,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
6032,Tommy Paul,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
6033,Donald Young,28,1989.07.11,191,176.0,143,"Bratislava, Slovakia",2007.0,117,122,Left-Handed,Two-Handed Backhand,1
6034,Ramkumar Ramanathan,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
6035,Christopher Eubanks,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
6036,Albert Ramos-Vinolas,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
6037,Mikhail Youzhny,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
6038,Joao Sousa,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
6039,Kyle Edmund,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,One-Handed Backhand,1
6040,Frances Tiafoe,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
6041,Maximilian Marterer,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
6042,Mischa Zverev,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
6043,Fernando Verdasco,32,1985.02.23,191,176.0,275,"Moscow, Russia",2004.0,10,28,Right-Handed,Two-Handed Backhand,1
6044,Joao Sousa,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,One-Handed Backhand,1
6045,Ante Pavic,21,1996.11.14,185,174.0,48,"Zagreb, Croatia",2013.0,79,86,Right-Handed,One-Handed Backhand,0
6046,Christopher Eubanks,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
6047,Janko Tipsarevic,30,1987.10.19,193,187.0,471,"Vuyyuru, India",2012.0,5,5,Right-Handed,Two-Handed Backhand,0
6048,Alexandr Dolgopolov,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,Two-Handed Backhand,1
6049,Mackenzie McDonald,28,1989.11.11,175,152.0,87,"Chisinau, Moldova",2008.0,30,42,Right-Handed,Two-Handed Backhand,1
6050,Mitchell Krueger,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
6051,Thomas Fabbiano,34,1983.06.04,185,176.0,70,"La Roda (Albacete), Spain",2002.0,275,321,Right-Handed,Two-Handed Backhand,1
6052,Mikhail Youzhny,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,One-Handed Backhand,1
6053,Ernests Gulbis,23,1994.11.08,188,169.0,137,"Chennai, India",,12,13,Right-Handed,Two-Handed Backhand,2
6054,Maximilian Marterer,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
6055,Ramkumar Ramanathan,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
6056,John-Patrick Smith,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
6057,Christian Harrison,27,1990.06.30,183,172.0,75,"Belgrade, Serbia",2007.0,75,99,Right-Handed,One-Handed Backhand,1
6058,Joao Sousa,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
6059,Tim Smyczek,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
6060,Ernests Gulbis,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
6061,Andrey Rublev,23,1994.05.31,183,172.0,124,"Fortaleza, Brazil",2011.0,19,31,Left-Handed,Two-Handed Backhand,2
6062,Janko Tipsarevic,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
6063,John Mcnally,18,1998.12.22,183,170.0,141,"Oslo, Norway",2015.0,9,12,Right-Handed,Two-Handed Backhand,1
6064,Ramkumar Ramanathan,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,One-Handed Backhand,1
6065,Dusan Lajovic,25,1992.05.20,175,154.0,30,"Sarajevo, Bosnia-Herzegovina",2011.0,76,66,Right-Handed,Two-Handed Backhand,1
6066,Alexandr Dolgopolov,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
6067,Reilly Opelka,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,Two-Handed Backhand,1
6068,John-Patrick Smith,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
6069,Vasek Pospisil,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,Two-Handed Backhand,2
6070,Mitchell Krueger,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
6071,Malek Jaziri,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,none,1
6072,Mackenzie McDonald,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
6073,Denis Istomin,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
6074,Ante Pavic,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,One-Handed Backhand,1
6075,Ernesto Escobedo,29,1988.07.12,185,174.0,345,"Belgrade, Serbia",,1,2,Right-Handed,Two-Handed Backhand,1
6076,Christian Harrison,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,One-Handed Backhand,2
6077,Julien Benneteau,20,1997.01.14,185,168.0,418,"Chennai, India",,0,0,Right-Handed,Two-Handed Backhand,1
6078,Thomas Fabbiano,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
6079,Nikola Mektic,30,1987.09.20,198,212.0,290,"Sibenik, Croatia",,6,18,Right-Handed,One-Handed Backhand,1
6080,Mikhail Youzhny,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
6081,Radu Albot,26,1991.01.11,173,150.0,340,"Cernusco sul Naviglio, Italy",,0,1,Right-Handed,Two-Handed Backhand,1
6082,Christopher Eubanks,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,One-Handed Backhand,1
6083,Bjorn Fratangelo,26,1991.03.17,0,,303,,,1,6,none,Two-Handed Backhand,0
6084,Maximilian Marterer,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,Two-Handed Backhand,1
6085,Prajnesh Gunneswaran,27,1990.10.16,170,143.0,343,"Tokyo, Japan",,2,9,Right-Handed,Two-Handed Backhand,1
6086,Roberto Bautista Agut,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
6087,Damir Dzumhur,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,One-Handed Backhand,2
6088,Roberto Bautista Agut,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
6089,Jan-Lennard Struff,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
6090,Damir Dzumhur,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,One-Handed Backhand,2
6091,Kyle Edmund,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,Two-Handed Backhand,0
6092,Roberto Bautista Agut,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
6093,Taylor Fritz,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
6094,Kyle Edmund,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
6095,Steve Johnson,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,One-Handed Backhand,1
6096,Damir Dzumhur,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
6097,Hyeon Chung,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
6098,Jan-Lennard Struff,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
6099,Borna Coric,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
6100,Roberto Bautista Agut,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,One-Handed Backhand,0
6101,Marcos Baghdatis,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,One-Handed Backhand,1
6102,Borna Coric,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,Two-Handed Backhand,0
6103,John Isner,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
6104,Steve Johnson,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
6105,Carlos Berlocq,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
6106,Taylor Fritz,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
6107,Paolo Lorenzi,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,Two-Handed Backhand,1
6108,Hyeon Chung,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,One-Handed Backhand,2
6109,Julien Benneteau,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
6110,Damir Dzumhur,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
6111,Horacio Zeballos,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
6112,Kyle Edmund,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
6113,Marton Fucsovics,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
6114,Jan-Lennard Struff,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
6115,Andreas Seppi,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
6116,Roberto Bautista Agut,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,One-Handed Backhand,2
6117,Dusan Lajovic,29,1988.11.07,180,157.0,38,"Kiev, Ukraine",2006.0,216,196,Right-Handed,Two-Handed Backhand,1
6118,Julien Benneteau,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,One-Handed Backhand,1
6119,Pablo Carreno Busta,32,1984.12.27,183,154.0,89,"Nice, France",2002.0,421,307,Right-Handed,Two-Handed Backhand,0
6120,John Isner,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
6121,Andrey Kuznetsov,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
6122,Jan-Lennard Struff,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
6123,Pablo Cuevas,25,1992.10.21,196,201.0,142,"Stuttgart, Germany",2008.0,169,158,Right-Handed,Two-Handed Backhand,1
6124,Steve Johnson,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
6125,Yen-Hsun Lu,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
6126,Paolo Lorenzi,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
6127,Thiago Monteiro,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
6128,Horacio Zeballos,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,Two-Handed Backhand,1
6129,Fernando Verdasco,26,1991.03.18,188,174.0,81,"Schiltigheim, France",2010.0,30,51,Right-Handed,Two-Handed Backhand,2
6130,Damir Dzumhur,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
6131,Gilles Simon,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
6132,Taylor Fritz,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
6133,Yuichi Sugita,30,1987.10.07,198,210.0,13,"San Francisco, CA, USA",2006.0,321,257,Right-Handed,Two-Handed Backhand,1
6134,Carlos Berlocq,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
6135,Viktor Troicki,21,1996.04.10,183,173.0,144,"Skara, Sweden",2014.0,13,30,Right-Handed,Two-Handed Backhand,1
6136,Andreas Seppi,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
6137,Aljaz Bedene,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
6138,Hyeon Chung,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
6139,Andrey Rublev,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
6140,Borna Coric,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
6141,Donald Young,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
6142,Kyle Edmund,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
6143,Daniil Medvedev,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,One-Handed Backhand,1
6144,Marcos Baghdatis,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
6145,Jiri Vesely,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
6146,Marton Fucsovics,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
6147,Joao Sousa,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
6148,Marcos Baghdatis,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
6149,Ricardas Berankis,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
6150,Julien Benneteau,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
6151,Pierre-Hugues Herbert,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,Two-Handed Backhand,2
6152,Carlos Berlocq,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
6153,Alex Bolt,33,1984.09.05,178,160.0,150,"Kanagawa, Japan",2003.0,53,87,Right-Handed,Two-Handed Backhand,1
6154,Damir Dzumhur,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
6155,Denis Istomin,33,1984.03.18,193,180.0,22,"Denver, CO, USA",2004.0,214,193,Right-Handed,Two-Handed Backhand,2
6156,Kyle Edmund,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
6157,Thomas Fabbiano,24,1993.08.11,188,181.0,228,"Williamstown, Australia",,2,3,Right-Handed,One-Handed Backhand,0
6158,Taylor Fritz,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
6159,Malek Jaziri,24,1993.07.19,183,175.0,111,"Pittsburgh, PA, USA",2012.0,14,22,Right-Handed,One-Handed Backhand,1
6160,Marton Fucsovics,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,One-Handed Backhand,1
6161,Ernests Gulbis,19,1998.02.01,183,174.0,167,"Skopje, Macedonia",2013.0,5,15,Right-Handed,Two-Handed Backhand,2
6162,Andrey Kuznetsov,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
6163,Nicolas Kicker,31,1986.05.21,178,168.0,234,"Lubeck, Germany",2004.0,63,102,Right-Handed,Two-Handed Backhand,2
6164,Dusan Lajovic,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
6165,Petros Chrysochos,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
6166,Yen-Hsun Lu,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
6167,Jonathan Eysseric,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
6168,Thiago Monteiro,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
6169,Alexandr Dolgopolov,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,One-Handed Backhand,1
6170,Andrey Rublev,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
6171,Steve Darcis,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,One-Handed Backhand,1
6172,Andreas Seppi,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
6173,Janko Tipsarevic,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
6174,Jan-Lennard Struff,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
6175,Norbert Gombos,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
6176,Donald Young,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,One-Handed Backhand,2
6177,Rogerio Dutra Silva,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
6178,Horacio Zeballos,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
6179,Dominik Koepfer,29,1988.09.28,198,196.0,6,"Medjugorje, Bosnia-Herzegovina",2005.0,435,232,Right-Handed,Two-Handed Backhand,2
6180,Kyle Edmund,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,One-Handed Backhand,2
6181,Jonathan Eysseric,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
6182,Rogerio Dutra Silva,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
6183,Dominik Koepfer,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
6184,Marton Fucsovics,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
6185,Kevin King,28,1989.07.11,191,176.0,143,"Bratislava, Slovakia",2007.0,117,122,Left-Handed,Two-Handed Backhand,1
6186,Alex Bolt,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
6187,Borna Gojo,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
6188,Kyle Edmund,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
6189,Max Purcell,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
6190,Rogerio Dutra Silva,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
6191,Gonzalo Escobar,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,One-Handed Backhand,1
6192,Borna Gojo,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,One-Handed Backhand,1
6193,Ruben Bemelmans,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
6194,Marton Fucsovics,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
6195,Nicolaas Scholtz,32,1985.02.23,191,176.0,275,"Moscow, Russia",2004.0,10,28,Right-Handed,Two-Handed Backhand,1
6196,Kevin King,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
6197,Alex de Minaur,21,1996.11.14,185,174.0,48,"Zagreb, Croatia",2013.0,79,86,Right-Handed,One-Handed Backhand,0
6198,Dominik Koepfer,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
6199,Franko Skugor,30,1987.10.19,193,187.0,471,"Vuyyuru, India",2012.0,5,5,Right-Handed,Two-Handed Backhand,0
6200,Jonathan Eysseric,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,One-Handed Backhand,1
6201,Facundo Mena,28,1989.11.11,175,152.0,87,"Chisinau, Moldova",2008.0,30,42,Right-Handed,Two-Handed Backhand,1
6202,Alex Bolt,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
6203,Skander Mansouri,34,1983.06.04,185,176.0,70,"La Roda (Albacete), Spain",2002.0,275,321,Right-Handed,Two-Handed Backhand,1
6204,Rafael Nadal,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
6205,Kevin Anderson,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,One-Handed Backhand,2
